town,pop
"Bainbridge, GA",12274
"Bainbridge, IN",745
"Bainbridge, MD",1
"Bainbridge, NY",1331
"Bainbridge, OH",851
"Bainbridge, PA",1
"Bainbridge Islan, WA",1
"Bains, LA",1
"Bainville, MT",314
"Baird, MS",1
"Baird, TX",1513
"Bairoil, WY",104
"Baisden, WV",1
"Baker, CA",1
"Baker, FL",1
"Baker, LA",13628
"Baker, MN",1
"Baker, MT",1990
"Baker, ND",1
"Baker, NV",1
"Baker, OK",1
"Baker, WV",1
"Bakersfield, CA",376380
"Bakersfield, MO",236
"Bakersfield, VT",1
"Bakerstown, PA",1
"Bakersville, NC",449
"Bakerton, KY",1
"Bal Harbour, FL",3050
"Bala Cynwyd, PA",1
"Balaton, MN",622
"Balch Springs, TX",25017
"Balcones Heights, TX",3286
"Bald Knob, AR",2907
"Bald Knob, WV",1
"Baldwin, FL",1460
"Baldwin, GA",3304
"Baldwin, IA",106
"Baldwin, IL",346
"Baldwin, LA",2312
"Baldwin, MD",1
"Baldwin, MI",1206
"Baldwin, ND",1
"Baldwin, NY",1
"Baldwin, WI",3974
"Baldwin, WV",1
"Baldwin City, KS",4677
"Baldwinsville, NY",7605
"Baldwinville, MA",1
"Baldwyn, MS",3332
"Balfour, ND",27
"Balko, OK",1
"Ball Ground, GA",1909
"Ball State Unive, IN",1
"Ballantine, MT",1
"Ballard, CA",1
"Ballard, WV",1
"Ballengee, WV",1
"Ballico, CA",1
"Ballinger, TX",3731
"Ballston Lake, NY",1
"Ballston Spa, NY",5319
"Ballwin, MO",30313
"Bally, PA",1101
"Balmorhea, TX",531
"Balsam Grove, NC",1
"Balsam Lake, WI",980
"Baltic, CT",1
"Baltic, OH",786
"Baltic, SD",1152
"Baltimore, MD",614664
"Baltimore, OH",2973
"Bamberg, SC",3342
"Bancroft, IA",709
"Bancroft, ID",367
"Bancroft, MI",519
"Bancroft, NE",475
"Bancroft, SD",18
"Bancroft, WI",1
"Bandera, TX",873
"Bandon, OR",3134
"Bandy, VA",1
"Bandytown, WV",1
"Baneberry, TN",530
"Bangor, CA",1
"Bangor, ME",31985
"Bangor, MI",1845
"Bangor, NY",1
"Bangor, WI",1483
"Bangs, TX",1584
"Banks, AL",173
"Banks, AR",120
"Banks, ID",1
"Banks, OR",1987
"Bankston, AL",1
"Banner, KY",1
"Banner, MS",1
"Banner, WY",1
"Banner Elk, NC",1144
"Banning, CA",31026
"Bannister, MI",1
"Bantam, CT",732
"Bantry, ND",15
"Bar Harbor, ME",1
"Baraboo, WI",12173
"Barataria, LA",1
"Barbeau, MI",1
"Barboursville, WV",4262
"Barclay, IL",1
"Barclay, MD",118
"Barco, NC",1
"Bard, NM",1
"Bardolph, IL",240
"Bardonia, NY",1
"Bardsdale, CA",1
"Bardstown, KY",13227
"Bardwell, KY",691
"Barefoot Bay, FL",1
"Bargersville, IN",7213
"Barhamsville, VA",1
"Baring, MO",127
"Baring, WA",1
"Barker, NY",510
"Barksdale, TX",1
"Barksdale A F B, LA",1
"Barling, AR",4801
"Barlow, KY",659
"Barnabus, WV",1
"Barnard, KS",67
"Barnard, MO",209
"Barnard, SD",1
"Barnardsville, NC",1
"Barnegat, NJ",1
"Barnes, KS",152
"Barnes, WI",1
"Barnes City, IA",173
"Barnesboro, PA",1
"Barnesville, GA",6696
"Barnesville, MD",179
"Barnesville, PA",1
"Barnet, VT",1
"Barnett, MO",201
"Barnetts Creek, KY",1
"Barneveld, NY",281
"Barneveld, WI",1226
"Barney, GA",1
"Barney, ND",51
"Barnhart, MO",1
"Barnhart, TX",1
"Barnhill, IL",1
"Barnsdall, OK",1203
"Barnstable, MA",1
"Barnstead, NH",1
"Barnum, IA",189
"Barnum, MN",603
"Barnum, TX",1
"Barnwell, SC",4542
"Baroda, MI",846
"Barr, IL",1
"Barre, MA",1
"Barre, VT",8710
"Barree, PA",1
"Barren Springs, VA",1
"Barrett, MN",403
"Barrett, TX",1
"Barrett, WV",1
"Barrington, IL",10312
"Barrington, NH",1
"Barrington, NJ",6792
"Barrington, RI",1
"Barron, WI",3311
"Barronett, WI",1
"Barrow, AK",1
"Barry, IL",1268
"Barry, MN",15
"Barry, TX",250
"Barryton, MI",359
"Barrytown, NY",1
"Barryville, NY",1
"Barstow, CA",23835
"Barstow, TX",373
"Bartelso, IL",603
"Bartlesville, OK",36647
"Bartlett, KS",79
"Bartlett, NE",113
"Bartlett, NH",1
"Bartlett, TN",58622
"Bartlett, TX",2752
"Bartley, NE",273
"Barto, PA",1
"Barton, MD",431
"Barton, ND",1
"Barton, NY",1
"Barton, VT",673
"Barton City, MI",1
"Bartonsville, PA",1
"Bartonville, IL",6332
"Bartow, FL",19499
"Bartow, GA",259
"Bartow, WV",1
"Basalt, CO",3921
"Basco, IL",96
"Bascom, FL",118
"Basehor, KS",5651
"Basile, LA",1812
"Basin, WY",1300
"Basinger, FL",1
"Baskerville, VA",1
"Baskin, LA",246
"Basking Ridge, NJ",1
"Basom, NY",1
"Bass, AR",1
"Bass Harbor, ME",1
"Bass Lake, CA",1
"Bass River, MA",1
"Bassett, AR",158
"Bassett, CA",1
"Bassett, NE",562
"Bassett, VA",1
"Bassfield, MS",222
"Bastian, VA",1
"Bastrop, LA",10578
"Bastrop, TX",8519
"Basye, VA",1
"Batavia, IA",535
"Batavia, IL",26391
"Batavia, NY",14801
"Batavia, OH",1650
"Batchelor, LA",1
"Batchtown, IL",205
"Bates, AR",1
"Bates, IL",1
"Bates City, MO",220
"Batesburg, SC",1
"Batesville, AR",10740
"Batesville, IN",6679
"Batesville, MS",7391
"Batesville, TX",1
"Bath, IN",1
"Bath, ME",8303
"Bath, MI",1
"Bath, NC",249
"Bath, NH",1
"Bath, PA",2672
"Bath, SD",1
"Bath Springs, TN",1
"Bathgate, ND",41
"Baton Rouge, LA",227715
"Batson, TX",1
"Batsto, NJ",1
"Battle Creek, IA",678
"Battle Creek, MI",51534
"Battle Creek, NE",1194
"Battle Ground, IN",1922
"Battle Ground, WA",20110
"Battle Lake, MN",888
"Battle Mountain, NV",1
"Battleboro, NC",1
"Battlement Mesa, CO",1
"Battletown, KY",1
"Battleview, ND",1
"Baudette, MN",1032
"Bauxite, AR",492
"Bavaria, KS",1
"Bavon, VA",1
"Baxley, GA",4741
"Baxter, IA",1110
"Baxter, KY",1
"Baxter, TN",1406
"Baxter, WV",1
"Baxter Springs, KS",3963
"Bay, AR",1817
"Bay, MO",1
"Bay City, MI",33511
"Bay City, OR",1360
"Bay City, WI",484
"Bay Head, NJ",978
"Bay Minette, AL",9312
"Bay Port, MI",1
"Bay Springs, MS",1738
"Bay View, MI",1
"Bay View, WI",1
"Bay Village, OH",15328
"Bayard, IA",457
"Bayard, NE",1134
"Bayberry, NY",1
"Bayboro, NC",1242
"Bayfield, CO",2628
"Bayfield, WI",475
"Baylis, IL",200
"Bayonne, NJ",66238
"Bayou La Batre, AL",2513
"Bayport, MN",3426
"Bayport, NY",1
"Bayside, CA",1
"Bayside, NY",2
"Bayside, TX",333
"Baytown, TX",75992
"Bayview, ID",1
"Bayview, TX",395
"Bayville, NJ",1
"Bayville, NY",6751
"Bazine, KS",320
"Beach, ND",1094
"Beach City, OH",995
"Beach Lake, PA",1
"Beachwood, NJ",11196
"Beachwood, OH",11707
"Beacon, IA",477
"Beacon, NY",14271
"Beacon Falls, CT",1
"Beaconsfield, IA",15
"Beallsville, MD",1
"Beallsville, OH",393
"Beallsville, PA",445
"Beals, ME",1
"Beaman, IA",190
"Bean Station, TN",3109
"Bear, DE",1
"Bear Branch, KY",1
"Bear Creek, AL",1041
"Bear Creek, NC",1
"Bear Creek, WA",1
"Bear Creek, WI",433
"Bear Lake, MI",282
"Bear Lake, PA",159
"Bear Mountain, NY",1
"Bear Valley, CA",1
"Bear Valley Spri, CA",1
"Bearcreek, MT",84
"Bearden, AR",886
"Bearden, OK",132
"Beardsley, MN",222
"Beardstown, IL",5656
"Bearsdale, IL",1
"Bearville, KY",1
"Beasley, TX",665
"Beason, IL",1
"Beatrice, AL",283
"Beatrice, NE",12362
"Beattie, KS",193
"Beatty, OR",1
"Beaufort, MO",1
"Beaufort, NC",4199
"Beaumont, CA",45349
"Beaumont, KS",1
"Beaumont, KY",1
"Beaumont, MS",938
"Beaumont, TX",118299
"Beaux Arts, WA",1
"Beaver, AK",1
"Beaver, IA",48
"Beaver, KS",1
"Beaver, OH",441
"Beaver, OR",1
"Beaver, PA",4378
"Beaver, UT",3048
"Beaver, WA",1
"Beaver, WI",1
"Beaver, WV",1
"Beaver City, NE",580
"Beaver Creek, MN",294
"Beaver Crossing, NE",407
"Beaver Dam, KY",3648
"Beaver Dam, WI",16476
"Beaver Dams, NY",1
"Beaver Grove, MI",1
"Beaver Meadows, PA",836
"Beaver River, NY",1
"Beaver Springs, PA",2
"Beavercreek, OH",46376
"Beavercreek, OR",1
"Beaverdam, VA",1
"Beaverlett, VA",1
"Beaverton, AL",187
"Beaverton, MI",1048
"Beaverton, OR",97590
"Beavertown, PA",973
"Beaverville, IL",341
"Bebe, TX",1
"Beccaria, PA",1
"Bechtelsville, PA",936
"Becker, MN",4785
"Becket, MA",1
"Beckley, WV",16972
"Beckville, TX",834
"Bedford, IA",1410
"Bedford, IN",13341
"Bedford, KY",597
"Bedford, MA",1
"Bedford, NH",1
"Bedford, NY",1
"Bedford, OH",12665
"Bedford, PA",2721
"Bedford, TX",49528
"Bedford, VA",6615
"Bedford, WY",1
"Bedford Hills, NY",1
"Bedford Park, IL",582
"Bedminster, NJ",1
"Bedrock, CO",1
"Bee, NE",193
"Bee, VA",1
"Bee Branch, AR",1
"Bee House, TX",1
"Bee Spring, KY",1
"Beebe, AR",8120
"Beebe River, NH",1
"Beech Bluff, TN",1
"Beech Creek, KY",1
"Beech Creek, PA",694
"Beech Grove, AR",1
"Beech Grove, IN",14740
"Beech Island, SC",1
"Beecher, IL",4447
"Beecher City, IL",455
"Beecher Falls, VT",1
"Beechgrove, TN",1
"Beechmont, KY",1
"Beedeville, AR",100
"Beeler, KS",1
"Beemer, NE",664
"Beersheba Spring, TN",1
"Beeson, WV",1
"Beeville, TX",13250
"Beggs, OK",1248
"Bejou, MN",90
"Bel Air, MD",10109
"Bel Aire, KS",1
"Bel Alton, MD",1
"Belcamp, MD",1
"Belcher, KY",1
"Belcher, LA",254
"Belchertown, MA",1
"Belcourt, ND",1
"Belden, CA",1
"Belden, MS",1
"Belden, ND",1
"Belden, NE",113
"Beldenville, WI",1
"Belding, MI",5769
"Belews Creek, NC",1
"Belfast, ME",6647
"Belfast, NY",1
"Belfast, TN",1
"Belford, NJ",1
"Belfry, KY",1
"Belfry, MT",1
"Belgium, WI",2285
"Belgrade, ME",1
"Belgrade, MN",768
"Belgrade, MO",1
"Belgrade, MT",8254
"Belgrade, NE",117
"Belgrade Lakes, ME",1
"Belhaven, NC",1588
"Belington, WV",1910
"Belknap, IL",106
"Bell, FL",469
"Bell Buckle, TN",519
"Bell City, LA",1
"Bell City, MO",430
"Bell Gardens, CA",42806
"Bell Ranch, NM",1
"Bella Vista, AR",28406
"Bella Vista, CA",1
"Bellaire, KS",1
"Bellaire, MI",1064
"Bellaire, OH",4170
"Bellaire, TX",18593
"Bellbrook, OH",7128
"Belle, MO",1510
"Belle Center, OH",807
"Belle Chasse, LA",1
"Belle Creek, MT",1
"Belle Fourche, SD",5655
"Belle Glade, FL",19130
"Belle Haven, VA",528
"Belle Mead, NJ",1
"Belle Plaine, IA",2454
"Belle Plaine, KS",1598
"Belle Plaine, MN",7009
"Belle Rive, IL",361
"Belle Rose, LA",1
"Belle View, VA",1
"Belleair Beach, FL",1623
"Belleair Bluffs, FL",2111
"Bellefontaine, OH",13172
"Bellerose, NY",1171
"Belleview, MO",1
"Belleville, AR",427
"Belleville, IL",41906
"Belleville, KS",1894
"Belleville, MI",3853
"Belleville, NJ",1
"Belleville, NY",1
"Belleville, PA",1
"Belleville, WI",2430
"Belleville, WV",1
"Bellevue, IA",2177
"Bellevue, ID",2315
"Bellevue, KY",5845
"Bellevue, MI",1296
"Bellevue, NE",53505
"Bellevue, OH",7973
"Bellevue, PA",8172
"Bellevue, TN",1
"Bellevue, TX",343
"Bellevue, VA",1
"Bellevue, WA",141400
"Bellflower, CA",77790
"Bellflower, IL",346
"Bellflower, MO",363
"Bellingham, MA",1
"Bellingham, MN",156
"Bellingham, WA",87574
"Bellmawr, NJ",11478
"Bellmead, TX",10306
"Bellona, NY",1
"Bellows Falls, VT",3016
"Bellport, NY",2066
"Bells, TN",2426
"Bells, TX",1456
"Bellville, OH",1871
"Bellville, TX",4274
"Bellvue, CO",1
"Bellwood, IL",19107
"Bellwood, NE",405
"Bellwood, PA",1768
"Belmond, IA",2324
"Belmont, CA",27081
"Belmont, KS",1
"Belmont, LA",1
"Belmont, MA",1
"Belmont, MI",1
"Belmont, MS",2032
"Belmont, NC",10784
"Belmont, NH",1
"Belmont, NY",931
"Belmont, OH",442
"Belmont, VT",1
"Belmont, WI",982
"Beloit, OH",920
"Belpre, KS",82
"Belpre, OH",6461
"Belt, MT",588
"Belton, KY",1
"Belton, MO",23290
"Belton, SC",4386
"Belton, TX",20873
"Beltrami, MN",106
"Beltsville, MD",1
"Belva, WV",1
"Belvedere, CA",2122
"Belvidere, IL",25070
"Belvidere, NC",1
"Belvidere, NE",47
"Belvidere, NJ",2602
"Belvidere, SD",54
"Belvidere, TN",1
"Belview, MN",358
"Belvue, KS",206
"Belzoni, MS",2029
"Bement, IL",1696
"Bemidji, MN",14942
"Bemis, SD",1
"Bemiss, GA",1
"Bemus Point, NY",355
"Ben Franklin, TX",1
"Ben Lomond, CA",1
"Ben Wheeler, TX",1
"Bena, MN",118
"Benbrook, TX",22948
"Bend, OR",91122
"Bend, TX",1
"Bendavis, MO",1
"Bendena, KS",1
"Benedict, KS",68
"Benedict, ND",74
"Benedict, NE",236
"Benedicta, ME",1
"Benezett, PA",1
"Benge, WA",1
"Benham, KY",459
"Benicia, CA",28174
"Benkelman, NE",857
"Benld, IL",1478
"Bennet, NE",854
"Bennett, CO",2488
"Bennett, IA",396
"Bennett, NC",1
"Bennettsville, SC",8255
"Bennington, IN",1
"Bennington, KS",645
"Bennington, NE",1510
"Bennington, NH",1
"Bennington, OK",352
"Bennington, VT",1
"Benoit, MS",448
"Bens Run, WV",1
"Bensalem, PA",1
"Bensenville, IL",18355
"Benson, AZ",4870
"Benson, IL",425
"Benson, MN",3101
"Benson, NC",3697
"Bent, NM",1
"Bent Mountain, VA",1
"Bentley, KS",517
"Bentley, LA",1
"Bentley, MI",1
"Bentley, ND",1
"Bentley Springs, MD",1
"Bentleyville, PA",2504
"Benton, AL",46
"Benton, AR",35775
"Benton, CA",1
"Benton, IA",43
"Benton, IL",6990
"Benton, KS",876
"Benton, KY",4531
"Benton, LA",2060
"Benton, MO",861
"Benton, MS",1
"Benton, PA",822
"Benton, TN",1317
"Benton, WI",955
"Benton City, MO",105
"Benton City, WA",3276
"Benton Harbor, MI",9919
"Benton Station, ME",1
"Bentonia, MS",423
"Bentonville, AR",47093
"Bentree, WV",1
"Benwood, WV",1344
"Benzonia, MI",500
"Beowawe, NV",1
"Berea, KY",15147
"Berea, OH",18859
"Berea, WV",1
"Beresford, SD",1969
"Bergen, ND",7
"Bergen, NY",1120
"Bergenfield, NJ",27647
"Berger, MO",219
"Bergheim, TX",1
"Bergholz, OH",632
"Bergland, MI",1
"Bergton, VA",1
"Berkeley, CA",121240
"Berkeley, MO",8981
"Berkeley Heights, NJ",1
"Berkey, OH",236
"Berkley, MA",1
"Berkley, MI",15272
"Berkshire, NY",1
"Berlin, CT",1
"Berlin, MA",1
"Berlin, MD",4608
"Berlin, MI",1
"Berlin, ND",35
"Berlin, NH",10413
"Berlin, NJ",7594
"Berlin, NY",1
"Berlin, PA",2006
"Berlin, WI",5395
"Berlin Center, OH",1
"Berlin Heights, OH",713
"Bern, ID",1
"Bern, KS",166
"Bernalillo, NM",9202
"Bernard, IA",110
"Bernard, ME",1
"Bernardsville, NJ",7805
"Berne, NY",1
"Bernhards Bay, NY",1
"Bernice, LA",1654
"Bernice, OK",562
"Bernie, MO",1933
"Bernville, PA",947
"Beroun, MN",1
"Berrien Center, MI",1
"Berrien Springs, MI",1752
"Berry, AL",1099
"Berry, IL",1
"Berry, KY",261
"Berry Creek, CA",1
"Berryman, MO",1
"Berrysburg, PA",373
"Berryton, KS",1
"Berryville, AR",5377
"Berryville, VA",4304
"Bertha, MN",468
"Berthoud, CO",6368
"Bertram, TX",1392
"Bertrand, MO",775
"Bertrand, NE",734
"Berwick, IL",1
"Berwick, LA",4689
"Berwick, ME",1
"Berwick, ND",1
"Berwick, PA",10138
"Berwyn, NE",82
"Berwyn, PA",1
"Beryl, UT",1
"Bessemer, AL",26511
"Bessemer, MI",1754
"Bessemer, PA",1070
"Bessemer City, NC",5548
"Bessie, OK",179
"Best, TX",1
"Bethalto, IL",9328
"Bethanna, KY",1
"Bethany, CT",1
"Bethany, IL",1305
"Bethany, LA",1
"Bethany, MO",3122
"Bethany, OK",19543
"Bethany, WV",1002
"Bethany Beach, DE",1194
"Bethel, AK",6378
"Bethel, CT",1
"Bethel, DE",192
"Bethel, ME",1
"Bethel, MO",118
"Bethel, NC",1620
"Bethel, NY",1
"Bethel, OH",2779
"Bethel, OK",1
"Bethel, PA",1
"Bethel, VT",1
"Bethel Heights, AR",2535
"Bethel Park, PA",31911
"Bethel Springs, TN",708
"Bethelridge, KY",1
"Bethesda, MD",2
"Bethesda, OH",1241
"Bethlehem, CT",1
"Bethlehem, GA",688
"Bethlehem, KY",1
"Bethlehem, NH",1
"Bethlehem, PA",75293
"Bethlehem, SD",1
"Bethpage, NY",1
"Bethpage, TN",1
"Bethton, PA",1
"Bethune, CO",238
"Bethune, SC",347
"Betsy Layne, KY",1
"Bettendorf, IA",35727
"Betterton, MD",324
"Bettles Field, AK",1
"Beulah, CO",1
"Beulah, MI",337
"Beulah, MO",1
"Beulah, MS",325
"Beulah, ND",3376
"Beulah, WY",1
"Beulaville, NC",1323
"Beverly, KS",154
"Beverly, KY",1
"Beverly, MA",41365
"Beverly, NJ",2513
"Beverly, OH",1316
"Beverly, WA",1
"Beverly, WV",679
"Beverly Hills, CA",34687
"Beverly Hills, TX",2022
"Bevier, MO",696
"Bevington, IA",68
"Bevinsville, KY",1
"Bexar, AR",1
"Bexley, OH",13669
"Bible Grove, IL",1
"Bickleton, WA",1
"Bicknell, IN",2876
"Biddeford, ME",21362
"Biddeford Pool, ME",1
"Biddle, MT",1
"Bidwell, OH",1
"Bienville, LA",210
"Big Arm, MT",1
"Big Bar, CA",1
"Big Bear City, CA",1
"Big Bend, LA",1
"Big Bend, WI",1316
"Big Bend, WV",1
"Big Bend Nationa, TX",1
"Big Cabin, OK",258
"Big Chimney, WV",1
"Big Clifty, KY",1
"Big Cove, AL",1
"Big Cove Tannery, PA",1
"Big Creek, KY",1
"Big Creek, MS",150
"Big Creek, WV",1
"Big Falls, MN",217
"Big Flat, AR",103
"Big Flats, NY",1
"Big Island, VA",1
"Big Lake, MN",10638
"Big Laurel, KY",1
"Big Otter, WV",1
"Big Pine, CA",1
"Big Pine Key, FL",1
"Big Pool, MD",1
"Big Prairie, OH",1
"Big Rapids, MI",10437
"Big River, CA",1
"Big Rock, IA",1
"Big Rock, IL",1157
"Big Rock, KY",1
"Big Rock, TN",1
"Big Run, WV",1
"Big Sandy, MT",590
"Big Sandy, TN",536
"Big Sandy, TX",1382
"Big Spring, KY",1
"Big Spring, MD",1
"Big Springs, NE",382
"Big Stone City, SD",456
"Big Stone Gap, VA",5372
"Big Sur, CA",1
"Big Timber, MT",1645
"Big Water, UT",480
"Big Wells, TX",750
"Bigbee, AL",1
"Bigelow, AR",306
"Bigelow, MN",239
"Bigelow, MO",25
"Bigfoot, TX",1
"Bigfork, MN",446
"Biggers, AR",334
"Biggs, CA",1701
"Biggs, IL",1
"Biggs, KY",1
"Biggsville, IL",285
"Bighorn, MT",1
"Biglerville, PA",1206
"Billerica, MA",1
"Billings, MO",1092
"Billings, MT",110323
"Billings, OK",505
"Billings Heights, MT",1
"Billingsley, AL",141
"Biloxi, MS",45975
"Bim, WV",1
"Bimble, KY",1
"Binford, ND",172
"Binger, OK",657
"Bingham, IL",82
"Bingham, ME",1
"Bingham, NE",1
"Bingham, NM",1
"Bingham Canyon, UT",1
"Bingham Lake, MN",128
"Binghamton, NY",45672
"Birch Harbor, ME",1
"Birch Island, ME",1
"Birch River, WV",1
"Birch Run, MI",1466
"Birch Tree, MO",653
"Birchdale, MN",1
"Birchleaf, VA",1
"Birchwood, TN",1
"Birchwood, WI",427
"Bird City, KS",432
"Bird In Hand, PA",1
"Bird Island, MN",978
"Birdeye, AR",1
"Birds, IL",1
"Birds Landing, CA",1
"Birdsboro, PA",5142
"Birdseye, IN",415
"Birdsnest, VA",1
"Birmingham, AL",212157
"Birmingham, IA",429
"Birmingham, MI",21007
"Birnamwood, WI",795
"Birney, MT",1
"Bisbee, AZ",5221
"Bisbee, ND",128
"Biscoe, AR",1
"Biscoe, NC",1679
"Bishop, GA",251
"Bishop, TX",3134
"Bishopville, MD",1
"Bishopville, SC",3238
"Bismarck, AR",1
"Bismarck, IL",545
"Bismarck, ND",72417
"Bison, KS",237
"Bison, OK",1
"Bison, SD",336
"Bitely, MI",1
"Bittinger, MD",1
"Bivalve, MD",1
"Bivins, TX",1
"Bixby, MO",1
"Bixby, OK",25333
"Blachly, OR",1
"Black, AL",207
"Black, MO",1
"Black, TX",1
"Black Butte Ranc, OR",1
"Black Creek, NY",1
"Black Diamond, WA",4384
"Black Eagle, MT",1
"Black Earth, WI",1415
"Black Hawk, CO",127
"Black Hawk, SD",1
"Black Lick, PA",1
"Black Mountain S, NC",1
"Black Oak, AR",268
"Black River, MI",1
"Black River, NY",1284
"Black River Fall, WI",1
"Black Rock, AR",622
"Blackburn, MO",247
"Blackduck, MN",779
"Blackfoot, ID",11890
"Blacklick, OH",1
"Blackridge, VA",1
"Blackshear, GA",3595
"Blackstock, SC",1
"Blackstone, IL",1
"Blackstone, MA",1
"Blackstone, VA",3453
"Blacksville, WV",183
"Blackville, SC",2265
"Blackwater, MO",164
"Blackwater, VA",1
"Blackwater Bridg, VA",1
"Blackwell, MO",1
"Blackwell, OK",6808
"Blackwell, TX",310
"Bladen, NE",227
"Bladenboro, NC",1692
"Bladensburg, MD",9608
"Blain, PA",261
"Blaine, KS",1
"Blaine, KY",47
"Blaine, MN",62892
"Blaine, TN",1875
"Blaine, WA",5164
"Blair, NE",8089
"Blair, OK",774
"Blair, SC",1
"Blair, WI",1386
"Blairs, VA",1
"Blairs Mill, KY",1
"Blairs Mills, PA",1
"Blairsburg, IA",210
"Blairstown, IA",669
"Blairstown, MO",94
"Blairstown, NJ",1
"Blairsville, GA",576
"Blairsville, PA",3294
"Blaisdell, ND",1
"Blakely, AR",1
"Blakely, GA",4702
"Blakesburg, IA",282
"Blakeslee, PA",1
"Blanca, CO",394
"Blanch, NC",1
"Blanchard, IA",37
"Blanchard, ID",1
"Blanchard, MI",1
"Blanchard, ND",1
"Blanchard, OK",8463
"Blanchardville, WI",805
"Blanchester, OH",4256
"Blanco, NM",1
"Blanco, OK",1
"Blanco, TX",1956
"Bland, MO",519
"Bland, VA",1
"Blandford, MA",1
"Blanding, UT",4036
"Blandinsville, IL",612
"Blandon, PA",1
"Blandville, WV",1
"Blanket, TX",383
"Blanks, LA",1
"Blasdell, NY",2621
"Blauvelt, NY",1
"Blawnox, PA",1403
"Bleiblerville, TX",1
"Blencoe, IA",206
"Blenheim, SC",146
"Blessing, TX",1
"Blevins, AR",305
"Bliss, ID",297
"Bliss, NY",1
"Blissfield, MI",3244
"Block Island, RI",1
"Blockton, IA",191
"Blodgett, OR",1
"Bloom, KS",1
"Bloom City, WI",1
"Bloomburg, TX",398
"Bloomdale, OH",685
"Bloomer, WI",3509
"Bloomery, WV",1
"Bloomfield, CT",1
"Bloomfield, IA",2643
"Bloomfield, IN",2323
"Bloomfield, KY",1064
"Bloomfield, MO",1881
"Bloomfield, MT",1
"Bloomfield, NE",985
"Bloomfield, NJ",1
"Bloomfield, NM",7090
"Bloomfield, NY",1
"Bloomfield, PA",1
"Bloomfield Towns, MI",3
"Blooming Grove, TX",828
"Blooming Prairie, MN",1987
"Bloomingburg, NY",408
"Bloomingburg, OH",913
"Bloomingdale, GA",2717
"Bloomingdale, IL",22075
"Bloomingdale, IN",327
"Bloomingdale, MI",440
"Bloomingdale, NJ",8173
"Bloomingdale, NY",1
"Bloomingdale, OH",196
"Bloomingdale, TN",1
"Bloomingrose, WV",1
"Bloomington, CA",1
"Bloomington, IL",78005
"Bloomington, IN",84465
"Bloomington, MD",1
"Bloomington, MN",85319
"Bloomington, NE",97
"Bloomington, NY",1
"Bloomington, TX",1
"Bloomington, WI",715
"Bloomington Spri, TN",1
"Bloomsburg, PA",14586
"Bloomsbury, NJ",845
"Bloomsdale, MO",542
"Bloomville, NY",1
"Bloomville, OH",924
"Blossburg, PA",1509
"Blossom, TX",1561
"Blossvale, NY",1
"Blount, WV",1
"Blounts Creek, NC",1
"Blountstown, FL",2500
"Blountsville, AL",1694
"Blountville, TN",1
"Blowing Rock, NC",1288
"Bloxom, VA",378
"Blue, AZ",1
"Blue Creek, OH",1
"Blue Diamond, KY",1
"Blue Earth, MN",3211
"Blue Eye, MO",160
"Blue Grass, IA",1699
"Blue Grass, VA",1
"Blue Hill, ME",1
"Blue Hill, NE",894
"Blue Hill Falls, ME",1
"Blue Island, IL",23401
"Blue Lake, CA",1265
"Blue Mound, IL",1101
"Blue Mound, KS",278
"Blue Mounds, WI",951
"Blue Mountain, AR",121
"Blue Mountain, MS",954
"Blue Mountain La, NY",1
"Blue Point, NY",1
"Blue Rapids, KS",971
"Blue Ridge, GA",1391
"Blue Ridge, TX",831
"Blue Ridge, VA",1
"Blue Ridge Summi, PA",1
"Blue River, KY",1
"Blue River, WI",417
"Blue Rock, OH",1
"Blue Springs, MO",54431
"Blue Springs, MS",232
"Blue Springs, NE",319
"Bluebell, UT",1
"Bluefield, VA",4968
"Bluejacket, OK",331
"Bluemont, VA",1
"Bluewater, NM",1
"Bluewell, WV",1
"Bluff City, AR",116
"Bluff City, KS",60
"Bluff City, TN",1656
"Bluff Dale, TX",1
"Bluff Park, AL",1
"Bluff Point, NY",1
"Bluffton, AR",1
"Bluffton, GA",99
"Bluffton, IN",9997
"Bluffton, MN",211
"Bluffton, OH",4182
"Bluffton, SC",18897
"Bluffton, TX",1
"Bluford, IL",673
"Blum, TX",443
"Blunt, SD",358
"Blythe, CA",19693
"Blythe, GA",694
"Blythedale, MO",185
"Blytheville A F, AR",1
"Blythewood, SC",3099
"Boalsburg, PA",1
"Boardman, OH",1
"Boardman, OR",3383
"Boaz, AL",9710
"Boaz, KY",1
"Bob White, WV",1
"Boca Raton, FL",96114
"Bock, MN",105
"Bode, IA",290
"Bodega, CA",1
"Bodega Bay, CA",1
"Bodfish, CA",1
"Boelus, NE",1
"Bogalusa, LA",11913
"Bogard, MO",158
"Bogart, GA",1056
"Bogata, TX",1085
"Boger City, NC",1
"Boggs, WV",1
"Boggstown, IN",1
"Bogota, NJ",8507
"Bogue, KS",141
"Bogue Chitto, MS",1
"Bohannon, VA",1
"Bohemia, NY",1
"Boiceville, NY",1
"Boiling Spring L, NC",1
"Boiling Springs, PA",1
"Bois D Arc, MO",1
"Boise, ID",223154
"Boise City, OK",1098
"Bokchito, OK",665
"Bokeelia, FL",1
"Bokoshe, OK",495
"Bolair, WV",1
"Bolar, VA",1
"Bolckow, MO",189
"Boles, AR",1
"Boley, OK",1183
"Boligee, AL",306
"Bolinas, CA",1
"Boling, TX",1
"Bolingbrook, IL",74518
